Unnamed: 0.1,Unnamed: 0,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,alcohol,quality
1188,6086,2.1,0.08,11.0,119.0,0.99538,10.9,5
293,5191,2.4,0.098,5.0,16.0,0.9964,10.1,6
1120,6018,2.5,0.076,8.0,17.0,0.99235,13.1,8
153,5051,1.8,0.095,25.0,99.0,0.995,10.1,5
1361,6259,2.5,0.093,13.0,54.0,0.99724,10.1,5
1125,6023,1.7,0.055,13.0,27.0,0.99394,11.3,7
1570,6468,2.2,0.23,19.0,35.0,0.9934,12.4,6
1182,6080,2.5,0.068,41.0,54.0,0.99754,10.5,6
1330,6228,2.1,0.083,17.0,91.0,0.99616,9.8,6
1081,5979,8.3,0.05,37.5,289.0,0.99316,12.3,7
1090,5988,1.9,0.083,42.0,74.0,0.99451,11.8,8
1095,5993,2.5,0.087,6.0,20.0,0.99772,10.5,5
1546,6444,2.0,0.072,17.0,26.0,0.99575,10.2,5
1245,6143,1.8,0.082,15.0,34.0,0.99655,10.5,5
74,4972,2.5,0.094,28.0,83.0,0.9984,9.6,5
64,4962,4.65,0.086,4.0,11.0,0.9962,10.9,5
425,5323,2.3,0.059,32.0,48.0,0.9952,12.3,7
278,5176,6.4,0.073,5.0,13.0,0.9976,12.6,8
418,5316,2.0,0.121,7.0,20.0,0.9996,10.4,6
1140,6038,1.7,0.08,33.0,79.0,0.9969,9.5,6
2,4900,2.3,0.092,15.0,54.0,0.997,9.8,5
582,5480,2.2,0.083,5.0,15.0,1.0,9.2,5
693,5591,2.8,0.084,21.0,122.0,0.9984,9.4,5
1353,6251,1.9,0.086,14.0,57.0,0.9969,10.3,5
611,5509,2.7,0.081,5.0,16.0,1.0006,9.4,5
1412,6310,5.1,0.062,8.0,22.0,0.9974,10.9,6
450,5348,2.8,0.095,17.0,35.0,0.9994,10.8,6
1163,6061,1.7,0.078,10.0,21.0,0.99692,10.0,5
653,5551,2.8,0.079,9.0,30.0,0.9976,12.0,6
574,5472,3.2,0.078,20.0,78.0,0.9992,10.0,6
1064,5962,2.0,0.067,5.0,10.0,0.99418,11.8,6
874,5772,2.1,0.104,6.0,10.0,0.99664,11.8,7
687,5585,3.1,0.095,13.0,38.0,0.9998,9.7,5
5,4903,1.8,0.075,13.0,40.0,0.9978,9.4,5
1586,6484,2.4,0.065,34.0,60.0,0.99492,11.4,6
1530,6428,2.2,0.063,9.0,18.0,0.99444,11.3,6
1338,6236,1.4,0.057,15.0,26.0,0.99448,9.5,5
253,5151,1.9,0.092,8.0,86.0,0.9959,9.5,5
531,5429,2.7,0.098,12.0,42.0,1.0004,10.3,5
1124,6022,2.2,0.096,3.0,13.0,0.99557,11.5,4
596,5494,2.0,0.059,6.0,24.0,0.9994,9.3,6
209,5107,2.1,0.054,7.0,19.0,0.998,10.5,7
172,5070,2.0,0.073,6.0,18.0,0.9972,9.2,6
1488,6386,1.7,0.049,5.0,13.0,0.9942,11.4,5
417,5315,1.9,0.091,34.0,124.0,0.9956,10.5,5
1164,6062,1.7,0.078,10.0,21.0,0.99692,10.0,5
222,5120,1.5,0.057,5.0,10.0,0.99525,9.5,5
1552,6450,3.7,0.103,32.0,54.0,0.99586,11.3,6
568,5466,2.6,0.25,5.0,20.0,0.999,10.7,6
1471,6369,3.75,0.067,8.0,16.0,0.99334,12.6,5
516,5414,4.3,0.1,5.0,14.0,1.001,11.9,6
836,5734,2.4,0.012,36.0,100.0,0.99064,11.7,7
1447,6345,1.9,0.08,22.0,39.0,0.99701,9.7,5
612,5510,2.4,0.077,18.0,29.0,0.9965,10.0,6
86,4984,1.9,0.11,20.0,136.0,0.9972,9.9,6
272,5170,4.0,0.071,17.0,65.0,0.99935,10.1,5
543,5441,2.5,0.085,16.0,53.0,0.9993,11.0,6
1139,6037,2.0,0.079,16.0,86.0,0.99764,9.5,6
1564,6462,2.0,0.076,12.0,20.0,0.99546,10.1,5
818,5716,2.35,0.071,21.0,47.0,0.99632,9.4,5
542,5440,2.1,0.07,5.0,20.0,0.9966,9.9,5
1388,6286,6.1,0.083,7.0,49.0,0.99718,10.3,5
1391,6289,2.4,0.094,5.0,33.0,0.99612,11.0,5
354,5252,1.4,0.066,40.5,165.0,0.9912,11.9,6
724,5622,3.1,0.086,5.0,12.0,0.9958,11.2,4
1420,6318,1.6,0.077,3.0,19.0,0.995,9.8,5
117,5015,2.0,0.082,7.0,28.0,0.997,9.4,6
1264,6162,1.8,0.066,26.0,51.0,0.99456,11.8,6
394,5292,2.3,0.063,6.0,25.0,0.9997,9.9,5
783,5681,2.4,0.114,9.0,37.0,0.99732,9.8,5
1334,6232,2.0,0.166,4.0,11.0,0.99608,10.0,5
173,5071,1.9,0.068,24.0,42.0,0.9961,11.5,6
560,5458,2.8,0.075,5.0,19.0,0.9994,11.4,5
239,5137,2.3,0.065,7.0,37.0,0.99685,9.0,6
460,5358,2.3,0.083,14.0,23.0,0.9976,11.3,6
1275,6173,2.3,0.075,13.0,81.0,0.99688,9.5,6
753,5651,2.9,0.089,17.0,40.0,0.99803,9.5,5
453,5351,2.8,0.084,5.0,22.0,0.9998,11.2,7
722,5620,2.7,0.084,15.0,48.0,0.9968,10.0,5
853,5751,1.5,0.08,41.0,55.0,0.99652,10.9,6
961,5859,1.6,0.078,7.0,18.0,0.99592,9.3,5
1465,6363,1.7,0.063,34.0,53.0,0.9958,9.7,5
615,5513,2.3,0.079,28.0,71.0,0.9997,9.7,5
1402,6300,2.0,0.052,6.0,24.0,0.9963,11.9,6
1486,6384,2.1,0.07,9.0,23.0,0.99546,10.3,5
614,5512,2.2,0.148,10.0,103.0,0.9969,10.2,6
1052,5950,2.4,0.073,19.0,25.0,0.99258,12.9,5
180,5078,2.4,0.067,10.0,42.0,0.9969,9.5,5
1406,6304,5.1,0.062,8.0,22.0,0.9974,10.9,6
1249,6147,2.3,0.079,24.0,37.0,0.99514,10.9,6
798,5696,3.6,0.082,5.0,14.0,0.9987,10.7,6
1137,6035,2.0,0.08,6.0,13.0,0.99774,11.4,6
828,5726,2.3,0.065,34.0,45.0,0.99417,12.7,8
524,5422,2.4,0.086,23.0,116.0,0.9976,9.5,5
174,5072,2.0,0.08,7.0,35.0,0.9961,9.5,5
658,5556,1.4,0.074,5.0,20.0,0.9973,9.6,6
423,5321,2.1,0.066,6.0,24.0,0.9978,11.0,7
248,5146,1.7,0.074,9.0,39.0,0.99615,9.8,6
622,5520,1.9,0.08,9.0,32.0,0.9974,9.5,5
1356,6254,1.8,0.084,4.0,28.0,0.99464,10.1,5
522,5420,2.3,0.099,47.0,133.0,0.9979,9.8,5
1463,6361,2.4,0.076,14.0,39.0,0.99522,10.8,6
1513,6411,1.8,0.078,17.0,65.0,0.99294,10.5,6
37,4935,2.1,0.066,13.0,30.0,0.9968,9.7,7
926,5824,2.3,0.061,52.0,73.0,0.99786,10.2,6
752,5650,2.5,0.097,24.0,66.0,0.99785,9.4,5
507,5405,2.3,0.084,6.0,13.0,1.0,9.5,6
841,5739,3.0,0.115,21.0,31.0,0.99629,10.3,5
1092,5990,2.0,0.081,10.0,16.0,0.99479,11.5,6
621,5519,3.4,0.078,14.0,104.0,0.9976,9.4,5
766,5664,2.9,0.089,12.0,74.0,0.99738,9.4,5
1217,6115,1.9,0.057,43.0,74.0,0.99408,12.0,6
606,5504,4.6,0.072,10.0,20.0,0.9973,12.2,7
133,5031,1.5,0.06,17.0,26.0,0.9952,9.8,6
252,5150,3.1,0.09,5.0,21.0,0.9986,10.5,5
866,5764,2.3,0.071,13.0,24.0,0.99438,11.3,6
775,5673,3.0,0.102,7.0,16.0,0.99586,10.0,5
303,5201,1.6,0.186,5.0,21.0,0.996,9.5,5
1318,6216,2.0,0.083,17.0,91.0,0.99616,9.8,6
34,4932,1.8,0.103,13.0,50.0,0.9957,9.2,5
1291,6189,2.1,0.073,25.0,60.0,0.99638,10.9,6
224,5122,2.0,0.089,15.0,55.0,0.99745,10.4,4
414,5312,2.7,0.087,24.0,122.0,0.9982,9.5,5
1432,6330,1.6,0.042,3.0,11.0,0.9944,11.7,6
852,5750,2.5,0.08,26.0,122.0,0.99801,9.7,5
1276,6174,6.3,0.05,3.0,10.0,0.99566,12.0,4
462,5360,2.55,0.085,10.0,25.0,0.997,11.8,5
363,5261,2.0,0.071,6.0,15.0,0.9988,10.2,5
1211,6109,2.1,0.076,22.0,53.0,0.9957,9.3,5
870,5768,2.1,0.064,31.0,43.0,0.99371,11.8,6
1079,5977,8.3,0.05,37.5,278.0,0.99316,12.3,7
1026,5924,1.9,0.066,14.0,36.0,0.99364,12.6,6
383,5281,2.0,0.08,11.0,27.0,0.9974,9.4,6
1346,6244,2.1,0.056,5.0,13.0,0.99472,11.4,5
1243,6141,2.4,0.082,10.0,86.0,0.9983,9.5,5
598,5496,2.1,0.078,5.0,30.0,0.9967,9.8,6
1537,6435,1.9,0.059,20.0,31.0,0.99484,10.2,6
321,5219,3.4,0.09,25.0,87.0,0.99975,9.7,5
558,5456,4.6,0.118,10.0,17.0,1.0002,11.7,6
1499,6397,2.3,0.054,7.0,16.0,0.99508,11.5,6
1527,6425,1.7,0.071,15.0,24.0,0.9951,10.8,6
330,5228,2.9,0.122,10.0,41.0,0.998,12.5,6
1591,6489,1.7,0.089,16.0,26.0,0.99402,11.6,6
1500,6398,1.5,0.076,8.0,15.0,0.99508,9.6,5
1294,6192,2.1,0.073,25.0,60.0,0.99638,10.9,6
900,5798,2.6,0.056,10.0,39.0,0.99562,11.8,5
501,5399,6.55,0.074,38.0,76.0,0.999,12.0,7
785,5683,2.3,0.083,11.0,61.0,0.9982,9.5,5
268,5166,3.0,0.077,7.0,27.0,0.9987,9.4,6
634,5532,1.9,0.073,46.0,102.0,0.9964,9.5,5
160,5058,2.0,0.09,7.0,20.0,0.9959,9.6,5
1058,5956,2.4,0.093,30.0,52.0,0.9971,11.6,7
1230,6128,2.7,0.066,15.0,58.0,0.9947,11.8,6
820,5718,1.9,0.099,9.0,22.0,0.99606,9.7,5
1347,6245,1.8,0.078,7.0,12.0,0.99587,9.5,5
703,5601,2.6,0.073,22.0,84.0,0.9972,9.6,4
973,5871,1.7,0.079,6.0,12.0,0.99605,10.7,5
1200,6098,1.5,0.069,4.0,9.0,0.99458,9.8,6
1292,6190,2.4,0.056,14.0,28.0,0.99362,12.4,6
304,5202,2.1,0.112,12.0,90.0,0.9973,9.2,5
911,5809,9.0,0.114,3.0,9.0,0.99901,10.9,6
1466,6364,2.1,0.062,31.0,54.0,0.99728,10.0,7
1542,6440,1.9,0.064,29.0,38.0,0.99472,10.75,6
1399,6297,2.2,0.068,10.0,24.0,0.9956,11.1,6
950,5848,1.8,0.075,10.0,21.0,0.99552,11.9,7
1057,5955,3.9,0.104,28.0,90.0,0.99784,9.1,5
446,5344,2.6,0.081,31.0,72.0,0.9996,10.5,5
605,5503,2.6,0.085,6.0,24.0,0.9984,9.2,6
1456,6354,1.8,0.05,38.0,89.0,0.99236,10.55,6
626,5524,2.2,0.098,5.0,15.0,0.9988,9.1,5
625,5523,5.6,0.124,21.0,58.0,0.9997,10.2,5
1510,6408,2.2,0.047,26.0,48.0,0.99661,9.7,6
1203,6101,5.8,0.111,33.0,76.0,0.99878,9.4,5
1035,5933,2.4,0.085,5.0,17.0,0.99683,10.6,7
29,4927,2.0,0.082,8.0,16.0,0.9964,9.8,6
993,5891,2.0,0.082,31.0,68.0,0.99694,9.4,5
1236,6134,1.7,0.07,7.0,17.0,0.99659,9.4,6
793,5691,2.6,0.055,7.0,13.0,0.99639,10.8,5
1162,6060,2.3,0.075,12.0,19.0,0.99434,11.8,7
1054,5952,2.0,0.095,5.0,77.0,0.99747,9.1,6
1514,6412,4.1,0.074,16.0,65.0,0.99842,9.233333333,6
844,5742,1.7,0.062,26.0,42.0,0.9959,10.6,6
984,5882,1.4,0.075,3.0,6.0,0.9969,10.4,5
1309,6207,1.4,0.071,27.0,63.0,0.996,9.2,5
329,5227,2.0,0.061,7.0,15.0,0.9981,9.5,5
548,5446,2.6,0.079,27.0,69.0,0.9994,10.4,6
1074,5972,8.1,0.098,30.0,92.0,0.99892,9.2,5
374,5272,3.8,0.089,6.0,47.0,1.0014,10.8,6
1559,6457,2.0,0.08,31.0,131.0,0.99622,9.9,5
52,4950,2.1,0.068,6.0,14.0,0.9955,9.4,6
837,5735,2.4,0.012,36.0,100.0,0.99064,11.7,7
397,5295,2.6,0.087,13.0,49.0,0.9988,11.0,6
1075,5973,2.0,0.071,45.0,67.0,0.99769,10.2,7
1438,6336,1.7,0.052,3.0,8.0,0.996,10.3,5
84,4982,1.8,0.069,18.0,61.0,0.9959,10.3,6
1377,6275,2.3,0.09,23.0,74.0,0.9953,12.2,6
288,5186,2.5,0.091,20.0,49.0,0.9976,10.6,7
190,5088,2.9,0.077,21.0,127.0,0.9976,9.4,5
65,4963,4.65,0.086,4.0,11.0,0.9962,10.9,5
659,5557,4.4,0.096,5.0,13.0,0.997,11.0,4
328,5226,2.6,0.082,6.0,21.0,1.0002,9.7,6
370,5268,2.3,0.063,35.0,63.0,0.9975,9.9,5
1433,6331,1.8,0.069,11.0,25.0,0.9955,10.1,7
1385,6283,3.4,0.076,34.0,85.0,0.99668,9.2,5
1540,6438,4.4,0.071,11.0,32.0,0.99646,11.6,6
56,4954,3.4,0.07,4.0,10.0,0.9971,9.6,5
372,5270,1.8,0.067,26.0,46.0,0.9967,10.6,6
1339,6237,1.7,0.084,13.0,31.0,0.99538,10.5,6
935,5833,2.3,0.06,19.0,72.0,0.99543,11.8,6
1481,6379,3.0,0.104,10.0,22.0,0.99828,10.6,5
763,5661,2.0,0.096,5.0,35.0,0.99738,9.6,5
416,5314,2.2,0.111,6.0,20.0,0.997,11.7,6
904,5802,6.0,0.06,11.0,18.0,0.9962,10.8,7
6,4904,1.6,0.069,15.0,59.0,0.9964,9.4,5
103,5001,2.1,0.077,12.0,65.0,0.9967,9.2,5
971,5869,1.9,0.066,6.0,10.0,0.99724,10.9,6
1491,6389,1.7,0.049,5.0,13.0,0.9942,11.4,5
1407,6305,2.1,0.064,40.0,54.0,0.995,10.7,6
788,5686,2.2,0.079,19.0,58.0,0.9991,10.1,6
232,5130,2.8,0.09,18.0,58.0,0.998,9.6,6
619,5517,2.3,0.088,6.0,16.0,0.9988,9.3,5
1324,6222,1.7,0.077,18.0,34.0,0.9948,10.6,6
1033,5931,2.6,0.089,14.0,27.0,0.99592,10.4,6
916,5814,1.5,0.161,7.0,62.0,0.99395,11.0,5
213,5111,2.2,0.06,28.0,65.0,0.9959,10.1,5
1534,6432,2.4,0.064,13.0,29.0,0.99397,11.7,7
1213,6111,1.9,0.071,5.0,13.0,0.99659,10.5,6
644,5542,2.3,0.071,16.0,40.0,0.9991,9.4,5
1051,5949,1.4,0.414,16.0,45.0,0.99702,9.2,5
1593,6491,1.9,0.068,28.0,38.0,0.99651,9.5,6
230,5128,1.6,0.054,19.0,106.0,0.9927,12.2,7
794,5692,2.3,0.065,7.0,26.0,0.99531,12.5,6
1172,6070,2.1,0.074,5.0,16.0,0.99649,12.3,6
748,5646,2.1,0.071,12.0,31.0,0.99761,9.6,6
872,5770,2.0,0.067,28.0,48.0,0.99576,10.0,4
498,5396,2.6,0.07,5.0,16.0,0.9972,11.0,8
58,4956,2.3,0.076,17.0,54.0,0.9975,10.0,5
1280,6178,1.9,0.077,28.0,54.0,0.9956,10.4,6
342,5240,1.8,0.118,6.0,14.0,0.9982,9.8,6
1319,6217,1.7,0.414,18.0,64.0,0.99652,9.1,6
965,5863,2.4,0.065,24.0,48.0,0.99554,11.0,6
806,5704,2.0,0.041,4.0,10.0,0.99386,12.5,7
1069,5967,2.8,0.086,28.0,52.0,0.997,10.8,5
532,5430,2.7,0.098,12.0,42.0,1.0004,10.3,5
782,5680,2.4,0.081,26.0,96.0,0.99814,10.0,5
1435,6333,15.4,0.214,55.0,95.0,1.00369,9.0,6
219,5117,2.4,0.08,24.0,144.0,0.99655,9.5,5
1022,5920,2.1,0.062,4.0,9.0,0.99584,10.5,5
776,5674,2.4,0.243,5.5,48.0,0.99612,10.3,6
28,4926,1.9,0.08,14.0,35.0,0.9972,9.4,5
1581,6479,1.7,0.053,24.0,32.0,0.99402,11.3,5
434,5332,3.2,0.076,22.0,54.0,0.9996,9.9,6
1327,6225,1.7,0.077,18.0,34.0,0.9948,10.6,6
66,4964,1.5,0.079,11.0,39.0,0.9968,9.6,5
1047,5945,1.8,0.082,27.0,51.0,0.99634,10.4,5
955,5853,1.9,0.09,9.0,23.0,0.99648,10.4,5
67,4965,1.6,0.076,6.0,15.0,0.9962,10.7,5
266,5164,3.3,0.096,26.0,61.0,1.00025,9.8,4
813,5711,2.1,0.102,4.0,7.0,0.99462,11.4,4
1554,6452,2.4,0.062,15.0,23.0,0.99627,11.0,6
505,5403,2.9,0.072,10.0,26.0,0.9968,12.5,7
403,5301,2.7,0.085,10.0,41.0,0.9994,10.5,6
184,5082,1.9,0.079,8.0,62.0,0.997,9.3,6
1296,6194,4.3,0.093,51.0,77.5,0.99558,9.5,5
1337,6235,1.4,0.057,15.0,26.0,0.99448,9.5,5
792,5690,2.5,0.081,17.0,87.0,0.99745,9.7,6
982,5880,2.1,0.07,51.0,70.0,0.99418,12.9,6
998,5896,1.4,0.05,4.0,10.0,0.99554,9.1,6
199,5097,2.1,0.061,12.0,31.0,0.9948,11.4,4
452,5350,1.7,0.084,18.0,35.0,0.9968,10.0,6
187,5085,2.6,0.084,9.0,26.0,0.9976,9.7,5
322,5220,2.3,0.079,6.0,18.0,0.99735,9.3,5
807,5705,2.4,0.052,4.0,10.0,0.99356,12.8,7
1215,6113,2.1,0.095,20.0,29.0,0.99488,11.3,6
1505,6403,1.8,0.078,6.0,12.0,0.996,9.95,3
1313,6211,2.3,0.086,20.0,65.0,0.99558,10.1,6
708,5606,2.5,0.068,11.0,35.0,0.996,11.6,6
672,5570,2.0,0.079,32.0,151.0,0.998,9.5,5
1413,6311,2.0,0.104,12.0,89.0,0.9963,10.1,5
1431,6329,2.1,0.069,13.0,74.0,0.9958,9.9,6
929,5827,3.3,0.063,10.0,19.0,0.99468,12.0,7
1442,6340,1.9,0.078,18.0,30.0,0.99712,9.8,5
495,5393,2.6,0.07,5.0,16.0,0.9972,11.0,8
412,5310,1.9,0.1,15.0,77.0,0.9966,9.3,5
1457,6355,1.9,0.074,27.0,85.0,0.99706,9.0,5
849,5747,1.6,0.08,12.0,32.0,0.99689,9.8,5
1469,6367,2.1,0.061,20.0,49.0,0.99705,9.7,3
987,5885,1.6,0.08,35.0,70.0,0.99693,9.4,5
1274,6172,2.1,0.102,17.0,36.0,0.9944,11.2,6
1476,6374,13.8,0.205,48.0,82.0,1.00242,8.8,5
357,5255,2.95,0.116,12.0,29.0,0.997,11.7,7
1396,6294,1.6,0.09,4.0,11.0,0.99745,9.55,5
364,5262,5.8,0.083,7.0,42.0,1.0022,10.0,7
10,4908,1.8,0.097,15.0,65.0,0.9959,9.2,5
1452,6350,2.0,0.062,37.0,53.0,0.99374,11.6,7
1345,6243,2.3,0.063,10.0,28.0,0.99613,10.2,6
1507,6405,2.3,0.106,5.0,12.0,0.99605,11.4,6
1127,6025,2.9,0.072,26.0,52.0,0.99379,11.5,6
21,4919,2.3,0.082,23.0,71.0,0.9982,9.7,5
824,5722,2.8,0.068,6.0,16.0,0.99682,10.3,5
530,5428,2.1,0.078,1.0,28.0,0.999,10.3,6
429,5327,2.4,0.088,13.0,35.0,0.9997,10.4,6
488,5386,2.8,0.081,35.0,67.0,1.0002,10.8,7
186,5084,2.0,0.082,14.0,67.0,0.9972,9.2,5
1063,5961,2.4,0.075,6.0,17.0,0.99565,11.8,6
1087,5985,1.6,0.057,18.0,30.0,0.994,11.2,6
999,5897,1.65,0.055,7.0,12.0,0.99162,12.9,6
1036,5934,2.5,0.082,26.0,35.0,0.99356,12.5,7
125,5023,1.9,0.146,27.0,90.0,0.9984,9.4,5
235,5133,1.9,0.097,14.0,38.0,0.99675,9.0,6
482,5380,2.2,0.152,6.0,18.0,0.9986,9.4,5
44,4942,1.8,0.05,5.0,11.0,0.9962,9.5,5
943,5841,2.3,0.094,10.0,45.0,0.99864,9.7,7
127,5025,1.8,0.082,3.0,12.0,0.9964,10.9,5
1088,5986,1.5,0.095,22.0,41.0,0.99735,9.9,7
1386,6284,1.8,0.1,8.0,23.0,0.9961,9.6,5
1104,6002,2.2,0.073,16.0,25.0,0.9936,12.4,6
550,5448,2.1,0.074,9.0,25.0,0.9958,9.5,6
779,5677,2.6,0.076,21.0,92.0,0.99745,9.8,5
1535,6433,2.2,0.075,15.0,35.0,0.9959,9.7,6
645,5543,6.0,0.115,5.0,11.0,0.9984,10.1,7
1248,6146,2.2,0.081,22.0,36.0,0.9949,11.1,6
932,5830,1.9,0.078,29.0,66.0,0.9971,9.5,6
1331,6229,3.8,0.107,31.0,67.0,0.99668,9.2,5
1522,6420,2.3,0.071,23.0,58.0,0.99633,10.6,5
1155,6053,2.2,0.118,9.0,38.0,0.99616,9.8,5
631,5529,2.7,0.105,5.0,19.0,0.9988,9.5,5
575,5473,3.1,0.079,28.0,46.0,0.9993,10.2,6
554,5452,4.2,0.095,10.0,23.0,1.00315,11.1,5
587,5485,1.9,0.108,18.0,102.0,0.9967,9.3,5
850,5748,1.9,0.085,9.0,22.0,0.99708,9.5,5
1193,6091,2.3,0.166,6.0,12.0,0.99551,10.8,5
1494,6392,1.4,0.066,15.0,28.0,0.99459,10.0,7
39,4937,5.9,0.074,12.0,87.0,0.9978,10.5,5
234,5132,2.3,0.065,7.0,37.0,0.99685,9.0,6
857,5755,2.5,0.073,16.0,47.0,0.99594,11.3,7
1220,6118,1.8,0.132,17.0,44.0,0.99734,11.5,6
588,5486,2.0,0.06,19.0,50.0,0.9917,14.0,8
51,4949,2.2,0.069,8.0,15.0,0.9956,9.4,6
